 ALTERACION  DE VEHICULOS AUTOMOTORES
 AUTORIZACION DE VENTA ILEGAL DE PRODUCTOS FORESTA
 AUTORIZACION DE VENTA ILEGAL DE PRODUCTOS Y  SUB 
 AUTORIZACION DE VENTA ILEGAL DE SUB PRODUCTOS FOR
 CAPTURA DE FAUNA ILEGAL
 CAPTURA DE FAUNA ILEGAL AGRAVADO
 CAPTURA DE FAUNA ILEGAL AGRAVADO
 CAPTURA DE FAUNA ILEGAL AGRAVADO
 COMPLICIDAD EN INSOLVENCIA PUNIBLE DEL CONCURSADO
 DELITOS CONTRA LA ADMINISTRACIÓN DE FONDOS PÚBLIC
 OCULTAMIENTO DE   VEHICULO AUTOMOTOR ROBADO
 OCULTAR UN VEHICULO AUTOMOTOR ABANDONADO
 REPORTE DE DATOS FALSOS EN LA REVISION DE VEHICUL
 TRANSFERENCIA DE  UN VEHICULO AUTOMOTOR ROBADO
 TRANSFERENCIA DE UN VEHICULO AUTOMOTOR HURTADO
 TRANSFERENCIA UN VEHICULO AUTOMOTOR ABANDONADO
ABANDONO DE CARGO PÚBLICO
ABANDONO DE CARGO PÚBLICO CUALIFICADO
ABANDONO DE NIÑOS 
ABANDONO DE NIÑOS AGRAVADO
ABANDONO DE PERSONA DESVALIDA AGRAVADO
ABANDONO DE PERSONA DESVALIDA AGRAVADO
ABANDONO DE PERSONA DESVALIDA AGRAVADO
ABANDONO DE PERSONA DESVALIDA AGRAVADO
ABANDONO DE PERSONA DESVALIDA AGRAVADO
ABORTO
ABORTO PRETERINTENCIONAL
ABUSO DE AUTORIDAD
ACAPARAMIENTO  DE BIENES ESENCIALES PARA LA SALUD 
ACAPARAMIENTO DE BIENES ESENCIALES  PARA LA SALUD 
ACAPARAMIENTO DE BIENES ESENCIALES PARA EL CONSUMO
ACAPARAMIENTO DE BIENES ESENCIALES PARA EL CONSUMO
ACAPARAMIENTO DE PRODUCTOS PARA LA CONSTRUCCION
ACOSO SEXUAL
ACTOS DE DISCRIMINACION
ACTOS DE HOSTILIDAD MILITAR CONTRA LA NACION
